User,Tweet,Date,Source,Profile Photo,Translate,Emoji,Sentiment1,Sentiment2
RoselenePessoa,@centralarthurof @Aguiarthur Emocionada com essa tag  linda linda,Tue Jan 18 01:02:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482524561186996225/Z55x_uX__normal.jpg,@centralarthurof @Aguiarthur Emocionada com essa tag  linda linda,set(),0.0,0.0
ladrx_,"@Aguiarthur adm vc tem preconceito cmg? 

#TeamArthurAguiar",Tue Jan 18 01:02:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482891746279313414/kmxb-LIe_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
TayZquad1D,"@cheirodoarthura @Aguiarthur Meu coração vai ser rebelde para sempre 
#TeamArthurAguiar",Tue Jan 18 01:02:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1481104236431785985/0iA92VTq_normal.jpg,"@cheirodoarthura @Aguiarthur Meu coração vai ser rebelde para sempre 
#TeamArthurAguiar",set(),0.0,0.0
gleicegomess,"@centralarthurof @Aguiarthur Perco tudo p esse cabelo do Arthur, pqp #TeamArthurAguiar",Tue Jan 18 01:00:35 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,"@centralarthurof @Aguiarthur Perco tudo p esse cabelo do Arthur, pqp #TeamArthurAguiar",set(),0.0,0.0
gleicegomess,@centralarthurof @Aguiarthur Vamossssssss 🍀✨ #TeamArthurAguiar,Tue Jan 18 00:59:12 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,@centralarthurof @Aguiarthur Vamossssssss 🍀✨ #TeamArthurAguiar,"{'✨', '🍀'}",0.0,0.3
gabscyruss,@gleicegomess @centralarthurof @Aguiarthur KKKKKKKKKKKKK #TeamArthurAguiar,Tue Jan 18 00:59:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1472502702756220931/d05EvGcZ_normal.jpg,@gleicegomess @centralarthurof @Aguiarthur KKKKKKKKKKKKK #TeamArthurAguiar,set(),0.0,0.0
scrr_lari,@centralarthurof @Aguiarthur É só dizer que sim #TeamArthurAguiar,Tue Jan 18 00:58:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1290976239730208774/Xcz1AgXx_normal.jpg,@centralarthurof @Aguiarthur É só dizer que sim #TeamArthurAguiar,set(),0.0,0.0
rhuaan17,"@centralarthurof @Aguiarthur Recentemente a q eu escuto muito é: Para de brincar comigo 
Muito boa viciante 😍",Tue Jan 18 00:58:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1465340078394429443/1UfJeOZr_normal.jpg,"@centralarthurof @Aguiarthur Recentemente a q eu escuto muito é: Para de brincar comigo 
Muito boa viciante 😍",{'😍'},0.0,0.21
gleicegomess,@centralarthurof @Aguiarthur Falta pouquinho p ver a carinha do nosso neném #TeamArthurAguiar,Tue Jan 18 00:58:35 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,@centralarthurof @Aguiarthur Falta pouquinho p ver a carinha do nosso neném #TeamArthurAguiar,set(),0.0,0.0
RoselenePessoa,@centralarthurof @Aguiarthur Aqui o temporal ta forte mais não deixo minha meta morrer,Tue Jan 18 00:58:27 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482524561186996225/Z55x_uX__normal.jpg,@centralarthurof @Aguiarthur Aqui o temporal ta forte mais não deixo minha meta morrer,set(),0.0,0.0
RenataN72752656,@Aguiarthur,Tue Jan 18 00:58:04 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479219237507977218/8l1ZW_LD_normal.jpg,@Aguiarthur,set(),0.0,0.0
gleicegomess,@centralarthurof @Aguiarthur Por que a @centralarthurof não me segue ainda??? Chateada 😂 #TeamArthurAguiar,Tue Jan 18 00:57:56 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,Chateada 😂 #TeamArthurAguiar,{'😂'},0.0,0.2
gabrielatrezzi,"Arthur Aguiar

Emoji: ✨
Signo: Peixes
Twitter: @Aguiarthur
Instagram: arthuraguiar (8,1 milhões de seguidores quand… https://t.co/WV1zxHzvmt",Tue Jan 18 00:57:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1458971650276352018/sguYFrzX_normal.jpg,"Arthur Aguiar

Emoji: ✨
Signo: Peixes
Twitter: @Aguiarthur
Instagram: arthuraguiar (8,1 milhões de seguidores quand… https://t.co/WV1zxHzvmt",{'✨'},0.0,0.4
Juninhop716,RT @SomosRebe1: #TEAMARTHURAGUIAR @Aguiarthur @centralarthurof https://t.co/d35fElD3X4,Tue Jan 18 00:57:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,RT @SomosRebe1: #TEAMARTHURAGUIAR @Aguiarthur @centralarthurof https://t.co/d35fElD3X4,set(),0.0,0.0
pilwtra,"@Aguiarthur Oi adm, poderia me seguir? #TeamArthurAguiar",Tue Jan 18 00:57:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1476713733225336838/kOfPzA-3_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
jucilenebarb0sa,@laragay @jadepicon @linndaquebrada @Aguiarthur Não sei 😬 devem noticiar hoje,Tue Jan 18 00:56:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1461174713263263748/FlDIPXc2_normal.jpg,@laragay @jadepicon @linndaquebrada @Aguiarthur Não sei 😬 devem noticiar hoje,{'😬'},0.0,0.02
_patriciasst,"@centralarthurof @Aguiarthur GRUPO DO BBB 22, ENTREM!🗣️🔥🔥
https://t.co/K39PUkakg3",Tue Jan 18 00:56:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1453845179308605441/1ZHvBTPU_normal.jpg,"@centralarthurof @Aguiarthur GRUPO DO BBB 22, ENTREM!🗣️🔥🔥
https://t.co/K39PUkakg3","{'🔥', '🗣️'}",0.0,0.1
anaflavitta,@centralarthurof @Aguiarthur Rebelde chegou a minha vez,Tue Jan 18 00:56:50 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1479646407229382656/Cjzj5XH6_normal.jpg,@centralarthurof @Aguiarthur Rebelde chegou a minha vez,set(),0.0,0.0
_patriciasst,"@centralarthurof @Aguiarthur GRUPO DO BBB 22, ENTREM!🗣️🔥🔥
https://t.co/K39PUkakg3",Tue Jan 18 00:56:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1453845179308605441/1ZHvBTPU_normal.jpg,"@centralarthurof @Aguiarthur GRUPO DO BBB 22, ENTREM!🗣️🔥🔥
https://t.co/K39PUkakg3","{'🔥', '🗣️'}",0.0,0.1
PotatoDealer14,@centralarthurof @Aguiarthur Março #TeamArthurAguiar,Tue Jan 18 00:56:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1451287071549763585/zTGIQUwA_normal.jpg,@centralarthurof @Aguiarthur Março #TeamArthurAguiar,set(),0.0,0.0
PotatoDealer14,@centralarthurof @Aguiarthur Fevereiro #TeamArthurAguiar,Tue Jan 18 00:56:38 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1451287071549763585/zTGIQUwA_normal.jpg,@centralarthurof @Aguiarthur Fevereiro #TeamArthurAguiar,set(),0.0,0.0
DrikBrandao,RT @SomosRebe1: #TEAMARTHURAGUIAR @Aguiarthur @centralarthurof https://t.co/d35fElD3X4,Tue Jan 18 00:56:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1004862729314856960/XKCJHTCO_normal.jpg,RT @SomosRebe1: #TEAMARTHURAGUIAR @Aguiarthur @centralarthurof https://t.co/d35fElD3X4,set(),0.0,0.0
Anglicaborsatt2,@centralarthurof @Aguiarthur A flor,Tue Jan 18 00:56:33 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1204938457841389569/w_7_6xDm_normal.jpg,@centralarthurof @Aguiarthur A flor,set(),0.0,0.0
RoselenePessoa,@centralarthurof @Aguiarthur Tag linda demais,Tue Jan 18 00:56:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482524561186996225/Z55x_uX__normal.jpg,@centralarthurof @Aguiarthur Tag linda demais,set(),0.0,0.0
thaybelikov,"@centralarthurof @Aguiarthur Tô sofrendo por antecipação kkkkkkkk
#TeamArthurAguiar",Tue Jan 18 00:56:27 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482163102271610885/MNbGSop8_normal.jpg,"@centralarthurof @Aguiarthur Tô sofrendo por antecipação kkkkkkkk
#TeamArthurAguiar",set(),0.0,0.0
PotatoDealer14,@centralarthurof @Aguiarthur Janeiro #TeamArthurAguiar,Tue Jan 18 00:56:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1451287071549763585/zTGIQUwA_normal.jpg,@centralarthurof @Aguiarthur Janeiro #TeamArthurAguiar,set(),0.0,0.0
danilla_almeida,RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,Tue Jan 18 00:56:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479569693652537351/bqV9_h-K_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
Juninhop716,"RT @vibes_aguiar: @Aguiarthur ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

#TeamArthurAguiar",Tue Jan 18 00:56:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,"RT @vibes_aguiar: @Aguiarthur ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

#TeamArthurAguiar",set(),0.0,0.0
laragay,@jucilenebarb0sa @jadepicon @linndaquebrada @Aguiarthur ahhhh! 😳 e aí eles entram qdo?,Tue Jan 18 00:56:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1421339299052720130/uoEBsDJA_normal.jpg,😳 e aí eles entram qdo?,{'😳'},0.0,0.3
RoselenePessoa,@centralarthurof @Aguiarthur Tudo na vida passa é questão  de tempo,Tue Jan 18 00:56:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482524561186996225/Z55x_uX__normal.jpg,@centralarthurof @Aguiarthur Tudo na vida passa é questão  de tempo,set(),0.0,0.0
Aphrodi0f,@centralarthurof @Aguiarthur Sdv,Tue Jan 18 00:55:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1452095816349491201/-OsSlhHE_normal.jpg,@centralarthurof @Aguiarthur Sdv,set(),0.0,0.0
twitasaraa,@ladrx_ @Aguiarthur ainda não sei,Tue Jan 18 00:55:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1427802658308567044/GsqzVktx_normal.jpg,@ladrx_ @Aguiarthur ainda não sei,set(),0.0,0.0
gleicegomess,@centralarthurof @Aguiarthur Merecemos néeee 🙌🏻✨ #TeamArthurAguiar,Tue Jan 18 00:55:45 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,@centralarthurof @Aguiarthur Merecemos néeee 🙌🏻✨ #TeamArthurAguiar,"{'✨', '🙌'}",0.0,0.12
EEternemente,RT @Aguiarthur: Troca do turno de adms! Bora subir a tag? #TeamArthurAguiar,Tue Jan 18 00:55:44 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482711799539679237/SlmcdGR4_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
RoselenePessoa,@centralarthurof @Aguiarthur Vamos conseguir,Tue Jan 18 00:55:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482524561186996225/Z55x_uX__normal.jpg,@centralarthurof @Aguiarthur Vamos conseguir,set(),0.0,0.0
gleicegomess,@centralarthurof @Aguiarthur #TeamArthurAguiar Arthur tem q sair e fazer um show exclusivo p gente,Tue Jan 18 00:55:13 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar Arthur tem q sair e fazer um show exclusivo p gente,set(),0.0,0.0
julianacunhaa2,RT @Aguiarthur: O Adm chegou! Estávamos descansando porque agora só vamos parar na final! ✨ Quem tá ansioso ai? #teamarthuraguiar #BBB22,Tue Jan 18 00:55:09 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1476347344484507650/wbPlONN-_normal.jpg,#teamarthuraguiar #BBB22,{'✨'},0.0,0.03124
ladrx_,@twitasaraa @Aguiarthur tu vais torcer pra quem?,Tue Jan 18 00:54:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482891746279313414/kmxb-LIe_normal.jpg,@twitasaraa @Aguiarthur tu vais torcer pra quem?,set(),0.0,0.0
vibes_aguiar,"@Aguiarthur ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

#TeamArthurAguiar",Tue Jan 18 00:54:44 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482159528305168391/GdxvgO6B_normal.jpg,"@Aguiarthur ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

ME SEGUE ADM

#TeamArthurAguiar",set(),0.0,0.0
centralarthurof,"@miria32413026 @Aguiarthur Tudo vai melhorar

#TeamArthurAguiar",Tue Jan 18 00:54:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1393705764150185984/ribma30d_normal.jpg,"@miria32413026 @Aguiarthur Tudo vai melhorar

#TeamArthurAguiar",set(),0.0,0.0
gleicegomess,@centralarthurof @Aguiarthur BoraaaaaA #TeamArthurAguiar,Tue Jan 18 00:54:28 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,@centralarthurof @Aguiarthur BoraaaaaA #TeamArthurAguiar,set(),0.0,0.0
RoselenePessoa,@centralarthurof @Aguiarthur Vamos bater essa meta,Tue Jan 18 00:54:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482524561186996225/Z55x_uX__normal.jpg,@centralarthurof @Aguiarthur Vamos bater essa meta,set(),0.0,0.0
gleicegomess,@centralarthurof @Aguiarthur #TeamArthurAguiar sdds do meu Arthur,Tue Jan 18 00:54:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,@centralarthurof @Aguiarthur #TeamArthurAguiar sdds do meu Arthur,set(),0.0,0.0
centralarthurof,"@Zquad1Dmylife @Aguiarthur Ansiosa pra saber isso também, Tai

#TeamArthurAguiar",Tue Jan 18 00:53:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1393705764150185984/ribma30d_normal.jpg,"@Zquad1Dmylife @Aguiarthur Ansiosa pra saber isso também, Tai

#TeamArthurAguiar",set(),0.0,0.0
twitasaraa,@ladrx_ @Aguiarthur a gente vai torcer pra msm pessoa e nem começou sossega,Tue Jan 18 00:53:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1427802658308567044/GsqzVktx_normal.jpg,@ladrx_ @Aguiarthur a gente vai torcer pra msm pessoa e nem começou sossega,set(),0.0,0.0
vibes_aguiar,@Aguiarthur Adm segue aqui? #TeamArthurAguiar,Tue Jan 18 00:53:51 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482159528305168391/GdxvgO6B_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
miria32413026,"Por que sempre depois da chuva sempre vem o sol 
@Aguiarthur 
@centralarthurof 
#TeamArthurAguiar https://t.co/wXsrDUQ4zH",Tue Jan 18 00:53:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482407470358319105/MImecNiD_normal.jpg,"Por que sempre depois da chuva sempre vem o sol 
@Aguiarthur 
@centralarthurof 
#TeamArthurAguiar https://t.co/wXsrDUQ4zH",set(),0.0,0.0
wxykaah,"@centralarthurof @Aguiarthur Pq as horas não passam aaaaa
#TeamArthurAguiar",Tue Jan 18 00:53:30 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482360125398605834/h4TDJmt2_normal.jpg,"@centralarthurof @Aguiarthur Pq as horas não passam aaaaa
#TeamArthurAguiar",set(),0.0,0.0
gleicegomess,@gabscyruss @centralarthurof @Aguiarthur Tu é muito engraçada amiga kkkkkkkkkkkkkkkk #TeamArthurAguiar,Tue Jan 18 00:53:23 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,@gabscyruss @centralarthurof @Aguiarthur Tu é muito engraçada amiga kkkkkkkkkkkkkkkk #TeamArthurAguiar,set(),0.0,0.0
Juninhop716,RT @RoselenePessoa: @centralarthurof @Aguiarthur Tudo vai melhorar só o tempo pode por as coisas no lugar,Tue Jan 18 00:53:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482558900427796482/SNCLcoN7_normal.jpg,RT @RoselenePessoa: @centralarthurof @Aguiarthur Tudo vai melhorar só o tempo pode por as coisas no lugar,set(),0.0,0.0
ladrx_,"@twitasaraa @Aguiarthur eu torcendo pro maior amou?

#TeamArthurAguiar",Tue Jan 18 00:53:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482891746279313414/kmxb-LIe_normal.jpg,#TeamArthurAguiar,set(),0.0,0.0
vibes_aguiar,@Aguiarthur Aeeee vamo que vamo #TeamArthurAguiar,Tue Jan 18 00:53:11 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482159528305168391/GdxvgO6B_normal.jpg,@Aguiarthur Aeeee vamo que vamo #TeamArthurAguiar,set(),0.0,0.0
RoselenePessoa,@centralarthurof @Aguiarthur Vamos deixar isso mais lindo que está,Tue Jan 18 00:53:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482524561186996225/Z55x_uX__normal.jpg,@centralarthurof @Aguiarthur Vamos deixar isso mais lindo que está,set(),0.0,0.0
gleicegomess,@Aguiarthur Vamossss #TeamArthurAguiar ✨,Tue Jan 18 00:52:32 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg,@Aguiarthur Vamossss #TeamArthurAguiar ✨,{'✨'},0.0,0.4
SEAyonk,@miria32413026 @Aguiarthur @centralarthurof sem contar que traiu a mulher 17 vezes. Acho uma qualidade!!!!!!!!!!,Tue Jan 18 00:52:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482909483584176128/DNYRUPAJ_normal.jpg,!,set(),0.0,0.0
